id,name,email,telefone,age,monthly_income,monthly_expense,risk_taken,investment_duration,financial_goal
004410ab-3895-4d94-be9e-492802845a77,Mateus da Costa,oliviaaragao@example.net,21 7382-8466,24,3009.65,1544.44,Low,Long Term,Retirement
6819b56f-5a9d-4075-91d7-a0a17dfed8e4,Maria Júlia Farias,isadorasales@example.org,+55 (084) 3745-9053,45,19860.49,13891.19,High,Long Term,Entrepreneurship
c2484278-5c08-4fe1-b773-b78cf4630009,Alice Marques,oliviapires@example.com,81 4328 5011,38,6158.56,4016.93,Medium,Short Term,Emergency Fund
06f54631-dc11-48e8-bf66-88527f21d4a0,Sr. Lucas Farias,mariane30@example.net,+55 71 5257 3987,54,19895.71,11889.67,High,Medium Term,Car Purchase
b09ded7d-898a-48c3-86be-5c61fa85da21,Isabelly Martins,nathanmoraes@example.net,+55 21 5714-0027,20,6176.44,3708.74,Medium,Long Term,Car Purchase
e6dc3886-62ed-41db-a619-03c34c22cdac,Anthony Gabriel da Cunha,sofia01@example.net,84 7453 3985,76,12574.21,7037.76,Medium,Long Term,Retirement
8499887e-cac6-4ab8-9234-91d0a2aa086a,Ana Julia da Rocha,nmoraes@example.org,(061) 3547-3448,39,15361.73,8367.84,High,Long Term,Entrepreneurship
225ceb1f-7937-4c6c-89a2-33371082a762,Luiz Gustavo Lopes,camararafaela@example.net,+55 (041) 5134-5219,55,9109.04,5066.59,High,Long Term,Emergency Fund
b3a8e191-14fe-40c5-9426-6a4b0840af8b,Henrique Cirino,sophia65@example.com,71 4489 2058,68,13812.02,8633.58,Medium,Long Term,Entrepreneurship
213a95dd-8007-4d73-96bb-34161f2e2125,Laura Mendes,cazevedo@example.net,(084) 1884 9302,39,13755.87,7731.6,High,Medium Term,Entrepreneurship
aa484af7-3ce1-4710-99e0-a288c6164cfa,Pedro Sales,catarinarios@example.com,(071) 5715 9976,25,14211.82,8342.12,High,Medium Term,Retirement
935613e4-ccc2-4c7f-a896-8202ecd9ee70,Pedro Henrique da Cunha,bmachado@example.org,(084) 5988-3079,52,3350.44,1389.42,Low,Short Term,Entrepreneurship
180693d9-9846-4883-b784-09659df539fa,Juliana Ferreira,freitasjosue@example.net,+55 (021) 6456-6071,69,18521.73,12193.4,High,Long Term,Entrepreneurship
4e210de9-5e95-4951-b071-ab08a54666a6,Dra. Gabrielly Abreu,dcirino@example.com,+55 11 0022 9342,23,19002.07,12415.27,High,Long Term,Education
ce18f904-40fa-4bf3-8d1b-94ed7c7b2618,Larissa Araújo,ana-liviaalves@example.net,+55 51 2836 3963,60,16348.15,9228.78,High,Medium Term,Retirement
20ad2cdb-9b65-447e-8414-081516e1ddd7,Caroline Oliveira,rsilveira@example.com,61 4770 1573,23,17606.04,11466.31,High,Short Term,Home Purchase
0f24fdf8-8b27-46ce-9025-2d5302cb2957,Alice da Cruz,meloana-laura@example.org,+55 (011) 9626-0980,27,5996.44,3262.68,High,Long Term,Retirement
69db34a3-f326-4873-a72a-1af69f69f573,Benjamin Brito,riosarthur@example.org,51 6669 7595,58,8502.13,4863.88,Medium,Long Term,Retirement
3040922b-a8be-4a95-ae55-7f545483ca25,Sr. Renan Novaes,labreu@example.com,(011) 9257-2683,74,7039.11,4216.62,High,Short Term,Education
19046fe0-1157-41ae-9953-6de3c1be97d3,Apollo Cirino,ribeiroana-laura@example.net,(084) 8766-9947,76,4563.72,3029.26,Low,Short Term,Home Purchase
581c503f-b0f6-4fd2-a488-2f3428e17551,Pedro Cavalcante,ifernandes@example.com,31 3910 9699,39,2245.07,1555.55,Low,Medium Term,Emergency Fund
50e161ce-9da3-4f7a-8a45-7906801c41db,Anthony Farias,maria-clarasiqueira@example.org,(031) 0055-0763,48,11388.1,5941.37,Medium,Short Term,Entrepreneurship
8a82b8f1-42c9-422d-a46d-60470909c58e,Heloisa Ramos,egoncalves@example.com,+55 41 1397 9624,74,19468.11,10450.68,High,Long Term,Entrepreneurship
9995a130-1681-4f84-9081-526febe37368,Kevin Costa,rodrigo61@example.com,51 8703 1280,50,11813.94,6713.11,High,Long Term,Education
274850f5-f0f0-49c1-b943-37a72484db20,Liz Castro,koliveira@example.net,+55 84 6743 9730,67,13795.26,7648.15,High,Short Term,Home Purchase
a1b46c2e-9898-425e-a90a-e45f4a27e953,Sr. Leonardo Gonçalves,rochaana-beatriz@example.net,(071) 5017 4809,20,3233.68,1666.53,Low,Long Term,Education
f72dd034-a758-4c4c-af01-94a6c301c76e,Vitor Hugo Cassiano,carlos-eduardosales@example.com,+55 (051) 6129-7557,64,2013.68,1387.46,Medium,Short Term,Retirement
7e264788-9599-4153-9f37-aa313e212ad7,Alana Carvalho,ana-julia50@example.org,(061) 1201 5881,42,14578.65,7806.52,High,Short Term,Car Purchase
3e99c2ce-9213-48cc-a384-dfc3e076ce28,Maysa Cirino,monteiroolivia@example.org,0500 083 0676,61,9434.18,5507.3,High,Short Term,Entrepreneurship
9ad155a9-dbaf-4e63-b3de-9d93cabc4f45,Sophia Jesus,felipelima@example.org,81 9474 8824,33,4023.99,2828.38,Low,Long Term,Education
60263eaa-3511-4325-ab17-31823c0c3a4d,Dra. Luara Vargas,maria-luisa81@example.com,+55 (061) 5342-4975,79,15560.93,10352.64,High,Short Term,Entrepreneurship
0f85eff7-6523-49dc-86dc-bd94e50136a4,Bernardo Vargas,mayafarias@example.org,(031) 9375-7237,64,6402.2,3754.03,Medium,Medium Term,Entrepreneurship
6956d8ec-db3e-4942-8b28-137d3df557e7,Sra. Ana Liz Jesus,rcirino@example.com,+55 (061) 0713 0630,59,18520.14,10978.48,High,Medium Term,Car Purchase
fb0e4c96-7dc9-4211-bc1b-7340f7aeda85,Dr. João Lucas Vasconcelos,diasleandro@example.net,(084) 7695 9993,25,12730.49,7516.65,Medium,Medium Term,Home Purchase
cb89275f-4c08-48b4-9d88-30d19c57db7a,Yasmin Cardoso,igorbarros@example.com,(084) 2530-6265,76,19428.49,9984.82,High,Short Term,Home Purchase
31a14d66-7da4-4379-8bf7-b08fb4457c6f,Francisco Vargas,eduardo66@example.net,+55 71 1574 3986,51,2342.64,1369.53,Low,Medium Term,Home Purchase
8decbee1-8add-4f34-89c9-6d6c8c12b815,Enzo Abreu,cnunes@example.com,+55 81 9393-0193,27,3995.97,2706.14,Low,Medium Term,Entrepreneurship
91410ec1-d7bf-429f-9002-a0808814bd29,Mateus Fonseca,dazevedo@example.org,(081) 7966-3506,78,2244.99,1010.71,Low,Long Term,Home Purchase
4aea0beb-5656-4a8b-8158-90d9d4c96233,Josué Pimenta,aurorada-costa@example.org,21 2767 5430,75,16496.93,10288.74,High,Short Term,Car Purchase
a9404f71-0dbe-4c60-8660-5cd4a19fc654,Valentina Cirino,oliveirarebeca@example.org,0800 821 6986,62,3379.49,1234.33,Medium,Short Term,Home Purchase
b0c5a56e-c89a-4506-8e78-27d587007382,Alice Moura,joaquimduarte@example.net,(021) 6973 7027,32,6948.0,3905.68,Medium,Medium Term,Home Purchase
a4a736f5-b297-43eb-9348-3a3cdbafcb2a,Lorena Rios,vitor-gabrielaragao@example.org,(071) 7052-2748,19,10956.31,7126.12,High,Long Term,Education
d9c71ee0-66a2-4261-8940-5b3e9930daed,Josué Rocha,vgarcia@example.com,+55 (084) 6812-6419,26,5225.91,2615.12,Medium,Short Term,Emergency Fund
82eec33c-d898-4120-81fd-4ac6f10a2561,João Vitor Caldeira,kgomes@example.com,21 5210 2434,42,9299.61,5064.4,High,Long Term,Car Purchase
dce0b769-fc1e-422c-873c-2653e6fb2a95,Isabelly Alves,fgarcia@example.org,+55 (011) 1214-8261,63,2290.76,1345.25,Low,Short Term,Emergency Fund
ac0e10eb-8940-44a8-a1e9-29902a6718f0,Pedro Henrique Borges,guerraana-cecilia@example.com,+55 (084) 9317 0325,54,18998.51,10114.56,High,Short Term,Retirement
392c0303-3a84-4212-b55e-50a59a08e772,Ryan Viana,garciadiego@example.net,(084) 0578-6454,31,2576.01,1773.94,Low,Short Term,Education
6f07a736-b094-41c3-b3ff-bc4ff56310a2,Davi Lucca Duarte,oliveiramaria-helena@example.com,(041) 1720 2591,25,12486.65,6273.62,Medium,Medium Term,Emergency Fund
7b9e7fa3-3ac5-470f-a972-d32963ee3d6b,Matteo Fogaça,yda-rocha@example.com,(081) 5958-2765,73,4819.83,1706.16,Medium,Medium Term,Home Purchase
0cb6d319-e5bc-4053-83dd-d07a4804e9f7,Calebe Cavalcanti,heitorbrito@example.net,61 8315 9936,75,6605.32,3480.64,High,Short Term,Car Purchase
05d97151-03e7-4ae0-8816-e85d8f7daf92,Dra. Isis Campos,vcastro@example.com,+55 21 9339-4959,34,14018.41,8387.13,Medium,Short Term,Car Purchase
edff60e8-888a-4927-b6df-6c8ae0aece81,Srta. Agatha Moura,vsampaio@example.net,(061) 7516 8574,39,12811.01,6490.12,High,Medium Term,Car Purchase
ed1315ac-b83c-485b-90a9-c95287123f92,Paulo Casa Grande,mendesliam@example.org,51 7667 3619,75,7221.54,4357.22,Medium,Medium Term,Home Purchase
e4e1ad35-9360-4710-9d92-5d98608f8ddb,Gael Henrique Guerra,ninacirino@example.net,(041) 6493 4905,72,19065.03,10446.97,High,Short Term,Emergency Fund
8ef8f6ee-58c8-4325-b60e-ddaa8aa1f92c,Kaique Fernandes,vieiraalexia@example.org,81 8130-1542,48,4177.17,1287.9,Medium,Long Term,Education
1669e035-5033-41d1-9f66-a0248eba8853,Dr. Leonardo Araújo,rafaeladas-neves@example.net,+55 71 1849 3787,26,8773.27,4812.64,High,Long Term,Retirement
bfde442a-bae0-4f99-afff-c9865e752378,Luana da Rocha,ayla59@example.org,+55 (011) 7356 5745,36,1864.62,1390.32,Medium,Long Term,Education
f61e5c5e-ae91-484c-9187-a85468561661,Gustavo Pereira,miguel90@example.com,11 0940-7904,51,12080.78,6570.45,High,Short Term,Education
7dac12fb-9319-4e29-ac03-1ee4329885fb,João Pedro Garcia,renanmoraes@example.com,(011) 0496-5132,51,19679.91,12668.24,High,Medium Term,Entrepreneurship
f5a7ac2f-618f-4667-a99e-276463b9b1ab,Luara Dias,renan11@example.com,61 1299 7853,76,7131.32,4439.58,Medium,Long Term,Education
ae11f2a0-b2c0-4199-ae0f-8748179180c5,Sra. Luiza Freitas,da-pazmelissa@example.net,(081) 6721 9618,74,12224.85,7644.91,High,Short Term,Retirement
666ff130-9e3c-4f4d-8fba-c08ce3001193,Henrique Cardoso,oliveiraemilly@example.com,31 2497 3824,64,19364.52,10767.76,High,Medium Term,Car Purchase
0870c3f1-9c13-410d-90b5-7ffcdcb4d7b7,Ana Júlia Oliveira,luarada-rocha@example.net,+55 (084) 6142-2867,23,17961.75,10899.13,High,Short Term,Entrepreneurship
3189afe7-e277-4f93-8473-7e3cb61d4a7b,Caio Mendonça,luiz-fernandocamara@example.org,+55 61 8120 4240,43,11338.49,6489.51,Medium,Short Term,Education
4f71af25-2a29-44b0-981f-efe556e0a7d9,Sra. Brenda Fonseca,limaaurora@example.org,(084) 9193 7615,39,3174.21,1392.64,Medium,Short Term,Home Purchase
245f5a32-b5b3-4a3e-b7e2-0460cef89934,João Vitor Melo,salesbarbara@example.org,0900 217 5789,48,7584.15,4686.48,Medium,Medium Term,Entrepreneurship
cd4cfafa-afe2-4ed3-8741-6e04c290d768,Luan Casa Grande,levigarcia@example.com,41 7573-6263,24,7524.53,5183.67,High,Long Term,Car Purchase
9172bab8-0e5a-4976-a2e1-2fcf96b1accd,Clarice Alves,laura60@example.net,(041) 0384-2222,41,2008.42,1487.85,Medium,Medium Term,Emergency Fund
be7c4cfa-1262-4991-ae36-2df62a1e454e,Matteo Abreu,otavio98@example.com,0500-473-8864,35,11237.18,5637.17,High,Long Term,Home Purchase
3b73c49a-d6f0-4e16-ba13-e7995572cc1f,Isabela da Mota,aliceporto@example.com,(051) 9027 3432,65,2953.88,1998.28,Medium,Short Term,Entrepreneurship
46398983-8bce-4ff7-b31b-17751829902d,Dr. Davi Luiz Ribeiro,vitorpacheco@example.com,+55 31 3670-8951,40,10954.95,7195.55,High,Medium Term,Education
322f1272-d5cc-43b4-84ea-d9900cbb28ac,Renan Silva,maria-sophia64@example.com,+55 51 7216 6776,57,15947.66,9031.28,High,Long Term,Home Purchase
d74887ac-376a-441f-9a10-52aba13e5408,Sr. Luiz Henrique Rocha,aliciasiqueira@example.net,81 0387 9905,72,11195.86,7054.97,Medium,Medium Term,Retirement
b3b56fca-8dbb-4eb4-bbf1-d4f9dc935927,Oliver Ferreira,ana-lauraalves@example.org,(081) 0666 5029,72,4542.74,2873.79,Medium,Long Term,Entrepreneurship
46f71873-b787-4a65-ab82-a4390de0cd0d,Maria Cecília Nunes,antonioleao@example.com,+55 21 6412 6697,47,11081.11,6679.51,Medium,Long Term,Entrepreneurship
8730135c-1b53-44db-8997-646b28701418,Théo Silva,marquesmaria-julia@example.net,0900-380-4425,73,17462.57,11050.05,High,Medium Term,Car Purchase
a0fb1d3b-8110-4f6d-8466-055f3ed43534,Luiz Felipe Pacheco,arthur-gabriel21@example.net,0800 183 9332,78,7407.4,4501.83,High,Short Term,Car Purchase
0bacdf98-bfa1-432d-ba33-7d1c350b33ee,Dra. Marina Dias,maria-luizaoliveira@example.net,+55 (081) 2190-0854,46,17387.61,9579.75,High,Short Term,Home Purchase
97c45103-5cb6-4cca-891a-d93ffbc69a30,Emanuel da Mota,cassianopaulo@example.org,+55 71 1458 7244,67,8397.11,5458.15,High,Long Term,Emergency Fund
134fe38f-b0bd-44e3-bb11-9d2578e10125,Maria Julia Santos,walmeida@example.org,+55 (021) 2377-6834,20,11924.18,7457.46,Medium,Short Term,Home Purchase
3d354538-23c1-46ca-b8be-c01d7917b3d5,Ana Cecília Siqueira,vinicius95@example.org,+55 31 8109-0374,27,13107.07,8997.89,Medium,Long Term,Retirement
c5b13eae-9aa2-4793-ad0a-3723fc6ab74a,Antonella Guerra,alice03@example.org,61 8514-8648,78,7394.09,4609.95,Medium,Short Term,Retirement
4b89d66b-5cbf-4be0-abcc-121babc042fd,Rodrigo Machado,borgesmaria-laura@example.net,+55 21 2225 4927,51,17184.15,11325.44,High,Long Term,Car Purchase
2b112c79-8981-46fa-b071-258b9d9100ec,Marcelo Gonçalves,teixeirajose-miguel@example.com,+55 31 5015 2169,38,12554.32,7860.64,Medium,Short Term,Emergency Fund
c28a974c-0ebf-4cde-998d-3e8b34b04df4,Maria Flor Aragão,gustavo-henrique05@example.org,(031) 0726 8524,64,7999.32,5201.13,Medium,Short Term,Education
e7ef94fb-66e7-45a4-aa0f-ac197aa48fc7,Ester Cardoso,costaluiz-miguel@example.com,(011) 8381-7114,46,12089.9,7242.99,High,Long Term,Emergency Fund
d7fe66a4-33e5-40c9-bdf4-4d0e0c82dd07,Juan Macedo,cassianomaria-liz@example.com,+55 (051) 5538 2353,24,15114.8,9238.72,High,Medium Term,Education
7e899ec6-5081-473f-a2f7-6df296067c02,Dra. Maria Laura Borges,tlima@example.net,51 6123 8269,51,16539.95,8482.64,High,Short Term,Home Purchase
08576326-a33b-4715-b694-b6e8406e76c7,Arthur Miguel Nunes,emillysa@example.org,(021) 9129-3643,58,3325.13,1646.64,Low,Medium Term,Entrepreneurship
39bd94ba-e3be-41bf-a532-5a4176429e0e,Ana Liz Azevedo,aparecidalorenzo@example.org,+55 41 0644-6231,36,5722.4,3545.48,Medium,Long Term,Home Purchase
531dfbf7-c767-4a6c-aa01-49dba28c4713,Sra. Aurora Teixeira,pereiramelina@example.com,(051) 3754-9106,26,8126.24,5638.88,High,Long Term,Home Purchase
9a0a8582-9896-4921-9efe-4a4c5d2d9734,Bento Aparecida,isabelamachado@example.com,+55 31 1492-6967,47,19722.8,10944.9,High,Short Term,Entrepreneurship
07fc2758-d236-4db8-99a0-f6df7c95e16b,Nina Costa,arthur59@example.net,+55 (031) 0873-8179,54,8011.82,4504.13,High,Short Term,Car Purchase
164211a1-84f8-4213-99f3-576c8fe21760,André Caldeira,luiz-fernandocarvalho@example.net,+55 (081) 1012 1961,51,13525.56,7912.76,Medium,Short Term,Entrepreneurship
ad54d7c9-bc49-492b-9e28-2eaf24125fff,Valentim Teixeira,siqueirahelena@example.net,+55 (041) 0124-8420,60,16536.72,8494.59,High,Medium Term,Home Purchase
710b4d30-93c9-4d2f-81a8-92a5fbd17dd9,Maria Laura Nogueira,raquel05@example.com,(031) 5161-8513,43,11267.23,6883.29,High,Short Term,Emergency Fund
fe322e65-2e39-4e1e-baf0-43d54cca52b5,Giovanna Barros,vitor-hugoribeiro@example.org,+55 (041) 9436 4696,59,9107.02,5073.18,High,Medium Term,Home Purchase
7cedb84d-a362-4468-832e-2854fc5c8f00,Ana Liz Cavalcante,thiagofreitas@example.com,31 8833-2128,76,15836.8,8757.51,High,Long Term,Emergency Fund
1c68de87-f713-4be2-9cdd-de718a03bd48,João Felipe Caldeira,qcastro@example.org,(081) 2561 7683,29,14075.89,8787.87,Medium,Short Term,Education
196108fb-0e0d-4294-be7a-6d5626aa038b,Dr. Lucas Cirino,riosmilena@example.com,81 6663 8288,77,16845.07,9076.24,High,Long Term,Retirement
3faf7177-2f99-483a-bea7-a84d93eebf19,Ana Julia Guerra,emanuelly58@example.net,(051) 5426-4062,22,19598.05,13105.97,High,Short Term,Car Purchase
7f5b96a7-897d-469b-9884-45ab9a8bf3e0,Maria Helena Nunes,hcastro@example.net,(084) 4111 1928,34,14083.5,7125.72,High,Long Term,Education
603a511d-daf4-4c12-bd21-e2b04bb1e54b,Evelyn Andrade,oteixeira@example.org,(031) 7970-2402,78,10120.92,6270.82,Medium,Short Term,Education
da825b66-5c69-4279-a308-a61a618b8e79,Agatha Monteiro,luanabarbosa@example.org,0300-162-9449,37,18257.98,12140.19,High,Medium Term,Car Purchase
a64e5fd8-7d6e-4ad2-b6f6-a7aba001c5b0,Natália Araújo,jose-miguel89@example.com,41 1746 6546,26,6286.85,3171.61,High,Short Term,Emergency Fund
07c6a9ae-7c6a-4435-8e5b-e86ee8223214,Theo Peixoto,odas-neves@example.com,(071) 0523 6954,32,4123.62,2810.73,Medium,Short Term,Home Purchase
1c532c44-0661-4601-a11f-35391c1c9a2f,Allana Gomes,marcos-viniciusbrito@example.com,(081) 9423 5750,42,12872.66,6999.82,High,Short Term,Car Purchase
b9a5d4c4-ceaa-492e-93db-b020cec2ddc5,Sofia Farias,lunna52@example.com,+55 (041) 4466-0387,20,8290.11,5782.15,High,Medium Term,Entrepreneurship
489732d5-920e-4e12-866d-1c31856439a9,Lorenzo Pinto,ferreiraluiz-miguel@example.net,0900-758-5851,65,10598.97,5748.29,Medium,Long Term,Car Purchase
5cd63a8d-c939-435f-b47f-203afbc527ce,Allana Siqueira,kviana@example.org,+55 61 0251-1426,41,17347.3,10260.27,High,Medium Term,Entrepreneurship
50ccfaad-8ec0-4aa2-bc5d-dacd5af45bd5,Vinícius Campos,fmoura@example.org,21 1806 3929,20,18912.48,9478.8,High,Long Term,Entrepreneurship
