id,name,email,telefone,age,monthly_income,monthly_expense,risk_taken,investment_duration,financial_goal
dd1d5334-e7d5-4af6-a71a-f77f7344c0ae,Reginald Rodriguez,nicholasrodriguez@example.org,+1-270-729-9102,53,4824.99,1826.7,Low,Medium Term,Emergency Fund
6e213629-34e1-458a-960e-c09aaccd69fc,Jessica Jimenez,stanley54@example.net,4992134515,18,6849.77,3979.64,Medium,Short Term,Retirement
ee0b2837-811c-4472-8008-e53c8774a646,Joseph Marquez,cjones@example.org,+1-748-583-4341x4082,33,12182.51,6976.91,Medium,Medium Term,Car Purchase
abe22bcd-37b3-413c-b03e-0f2d8ec880d5,Anthony Young,larry85@example.org,319-540-9017x2911,58,3441.18,1717.57,Medium,Short Term,Education
b32bd142-c8c7-4549-9e05-75f5cffb8b0c,Ashley Thompson,williamsonlaura@example.org,449.947.6339x04234,51,13667.68,7596.08,High,Long Term,Education
92aa9705-fb37-49ed-9e00-dc7790aaced2,Eric Brock,michaelwilliams@example.org,508.747.4052x8737,46,11300.81,7852.45,Medium,Medium Term,Emergency Fund
0cd19f27-2cec-48ff-91a5-b04c866f20a1,Timothy Skinner,dixonjonathan@example.net,480.686.7529,66,2211.31,1742.41,Low,Long Term,Retirement
af28caa8-824e-4f98-b18b-60601da242a7,Tina Richard MD,williscaitlin@example.org,+1-486-315-6912x797,78,15784.06,8505.76,High,Medium Term,Education
aac79942-cb72-4302-8c4f-ea8a74c5cfa5,Jessica Richardson,cbryant@example.org,001-747-267-8797x4451,68,7460.77,4855.67,Medium,Medium Term,Retirement
bb2518c4-352c-4fc5-89f4-4695cd14b789,Robin Cox,zstephens@example.com,774.706.3376,35,19281.29,13310.03,High,Medium Term,Education
be912076-2754-459c-aae4-60a680f34269,Lindsey Parker,martinjessica@example.org,001-560-896-5151x1033,73,13248.23,8269.48,Medium,Long Term,Education
d11a60a2-0d6b-4900-bfcf-88b8b5ce69e0,Jesse Kennedy,qadkins@example.net,001-664-340-3952x35696,73,7701.82,5187.82,High,Long Term,Entrepreneurship
7ab1d2e1-24a4-4430-8b18-b011bd6c68cd,Nicholas Lopez,julie27@example.net,(388)566-3502x41668,45,10616.62,7217.6,Medium,Long Term,Home Purchase
6dbf8e3a-7224-40d7-b24e-a5db18dcd721,Charles Green,jessica90@example.com,001-712-996-6409x444,52,8578.05,4447.31,Medium,Short Term,Education
937b3b91-2955-4587-909c-bd875bc144df,Timothy Preston,sotojo@example.net,(663)589-0191,62,2895.89,1418.51,Medium,Long Term,Car Purchase
186dd275-5f8f-480d-a014-be297edc08b6,Peter Cook,tanyavega@example.net,+1-603-745-6050x9536,40,7269.76,4173.5,Medium,Short Term,Entrepreneurship
647c6de4-54df-43b4-89f8-c65a0037fa92,Tammy Powell,npace@example.com,2919022766,79,6800.66,3955.61,Medium,Medium Term,Education
b1aebcd3-612e-42a6-852d-b21e7667bc5b,Adam Jimenez,glewis@example.org,468.312.6828x025,65,15007.86,7794.17,High,Medium Term,Emergency Fund
1f715d98-24b1-4d99-9715-16a4927bd49a,Justin Waller,athomas@example.org,640-342-7829,66,5785.28,3035.19,High,Short Term,Entrepreneurship
0ee5a33c-5096-4015-b2fd-8355f1c5c8f2,Jason Herring,sarahdean@example.org,3068766424,72,16082.97,10494.92,High,Medium Term,Emergency Fund
fc6ca454-b72f-4f3d-a123-2bbaf97d3ac6,Roy Perez,samuel70@example.org,6722659817,64,6333.24,3726.25,Medium,Long Term,Retirement
dd39cea1-ecbc-4b2f-b66e-54a17c078a30,Gabriel Clark,karen91@example.org,508-618-7745x294,76,15788.96,10307.58,High,Short Term,Emergency Fund
08cd5531-17cb-46eb-93be-e7264d71b7db,Kenneth Webb,millernicole@example.net,336.988.3100x8601,19,10776.84,6435.41,High,Long Term,Car Purchase
f66d4030-2c24-4867-884a-a0b4beeb7ce9,Laura Bell,kevindawson@example.org,979-540-0285,31,18856.75,13148.31,High,Short Term,Home Purchase
1e43a7e4-9f11-41ce-becf-35b15ebebb3e,Jeremy Dunlap,yevans@example.com,231-823-6035x14268,23,19977.14,13229.46,High,Medium Term,Retirement
fcc96149-8ee9-4510-8816-edfa1d49415f,Julie Moran,taylorrussell@example.net,223.360.5889,74,17984.77,11589.84,High,Medium Term,Education
ec09a895-34c0-4ee0-b614-d7a32ee162e7,William Miller,ilucas@example.org,+1-550-454-0319x4079,63,8178.52,5658.35,High,Short Term,Retirement
f7614896-8bba-47b2-9497-9e40bd669c3f,John Williams,fglenn@example.org,+1-978-569-1385x583,70,4946.66,2944.76,Medium,Short Term,Emergency Fund
5f5dedb3-18a4-4dce-abef-962c0d23e252,Eddie Decker,meyerdenise@example.org,001-754-482-8784x3818,67,17298.88,9279.27,High,Short Term,Retirement
e2813978-b9cb-45d8-a03f-ae4227542fdc,Danielle Schmidt,wsims@example.org,4979272549,76,3512.71,1847.91,Medium,Short Term,Education
0410a40a-7d3c-4200-aa4c-2a01eb4c801b,Tracy Leon,kimberly96@example.com,(863)342-8067,26,15504.55,8640.97,High,Short Term,Entrepreneurship
9eac135c-39aa-4fc1-b246-f6d8db90ddbd,Leroy Taylor,bfranklin@example.com,(819)830-0224x66183,23,19831.71,12633.58,High,Medium Term,Education
8bdc79d2-6e32-4a76-8ebb-85e910f7abab,Edwin Lucero,joshuageorge@example.net,8146590656,37,3783.59,2350.75,Medium,Long Term,Home Purchase
b913acd1-179a-4224-8b89-b9209511734d,Sharon Carroll,nicholaswalker@example.org,+1-550-285-4260x54354,77,9754.44,5973.21,High,Long Term,Emergency Fund
b0e9e4b4-4ede-4760-a204-5721722ff10f,Chad Brown,carlsonjill@example.com,(255)691-8395x374,37,10981.05,6710.48,High,Long Term,Home Purchase
48dd1ee5-d9aa-47b3-a726-eb853ec9a6cc,William Davis,emosley@example.com,001-783-686-9429x917,24,19978.83,13871.32,High,Medium Term,Entrepreneurship
628a76a2-f2a6-402c-b336-4ec5dde42a2f,Sarah Hall,pmorton@example.org,9609280670,71,11648.08,7846.19,Medium,Short Term,Emergency Fund
5f7ff76c-948a-4306-b6cc-04b37ee27a94,James Ray,chavezsteven@example.org,(668)652-2477,56,13980.95,9760.83,Medium,Short Term,Entrepreneurship
4b95b956-4d67-4563-aafc-cbdbe2b3ab5a,Elizabeth Miller,lfletcher@example.net,500-755-3821x136,41,11934.33,6965.12,High,Short Term,Emergency Fund
eecf1063-16c1-4691-9abc-9122aed7408d,John White,schroedertiffany@example.com,001-828-330-4384,54,18003.55,10517.62,High,Medium Term,Retirement
3d2befe8-eb21-42ff-bd16-4426c886f73e,Jean Martin MD,fwilliams@example.net,381.381.6092x09653,53,11155.87,6029.99,High,Long Term,Car Purchase
d3b374cc-cd18-41eb-b5e4-80dbf9fac727,Dustin Wagner,collinselizabeth@example.com,+1-840-231-8250x1869,46,4824.02,3846.52,Low,Medium Term,Education
27c3f8dd-1851-4b5f-bcf8-4bbac98d66f7,Zachary Webb,jacob72@example.org,+1-771-833-1802x3163,61,17522.17,10040.78,High,Medium Term,Entrepreneurship
9be78977-9bdb-4f13-a8f1-6ce1cc30bc8e,Jill Gomez,dillonashley@example.org,(284)300-6962,19,19136.81,13203.42,High,Medium Term,Retirement
29cc146b-9244-4241-97d4-ad0f86773797,Angela Horne,stephaniemendoza@example.net,436-949-0301x864,34,10454.5,5539.96,Medium,Medium Term,Home Purchase
693b56d1-29a9-431a-8268-73675857ac3d,Pamela Dunn,haydenchristina@example.org,(630)243-1348x173,29,3695.2,2069.61,Medium,Short Term,Education
6bd4a4c8-a55b-4d17-aed6-9fdbd16cc6fc,Peter Jones,rodriguezchristopher@example.org,+1-447-283-5059,65,3239.38,1166.29,Medium,Medium Term,Retirement
93f90736-17c7-43c9-96af-d0e6dfedc37d,Laura Bennett,brettwang@example.org,933.958.9894x1969,26,17969.3,10178.59,High,Long Term,Emergency Fund
316ab50d-6a74-4eff-8ad1-a21d8a3ae8c1,Robert Spencer,richardheath@example.com,840-876-7158,39,13299.51,6993.47,Medium,Short Term,Education
d70237f5-974d-46d3-abf1-370db6cf9f4f,Peter Smith,tmendoza@example.net,(622)876-6284,51,14327.14,7330.17,High,Long Term,Entrepreneurship
e52c33ab-dc51-45ff-be4f-6157264990e0,Ryan Wong,donald22@example.org,+1-386-529-4474,19,1955.66,1079.96,Medium,Medium Term,Entrepreneurship
785c1a2c-8057-4b15-8385-3610cdae646d,Henry Zuniga,caseyjames@example.org,499-379-3298,23,18539.29,10870.18,High,Short Term,Emergency Fund
37a486b5-cec4-403d-8dd8-b70482aee177,David Butler,jhenderson@example.net,570-418-1389,51,9393.81,6504.14,High,Medium Term,Retirement
e6b20b80-25e1-4172-8f5c-d0221b075e7b,Heather Richardson,uhill@example.com,001-317-285-7394x81890,79,15452.39,8404.13,High,Medium Term,Home Purchase
fd7585b5-4ff9-4e8f-bdb9-42782c2912e2,Anna Ferrell,laurengarcia@example.com,595.879.6874,74,8350.66,5115.0,High,Medium Term,Retirement
6e223118-57cf-4d6e-8245-cf3d4d4b2c1b,Sharon Harris,kinglauren@example.com,001-768-215-6105x520,61,19713.63,11848.33,High,Short Term,Home Purchase
c5350f30-b6f0-402d-b1ab-520d85d14dc2,Danielle Wilson,jennifer02@example.org,688-718-5163x6943,35,2625.47,1093.58,Medium,Medium Term,Retirement
4924433c-ca43-4ff2-a253-f5a9c312d684,Crystal Wright,john73@example.net,790-528-4377x54228,54,12174.32,6672.8,Medium,Long Term,Car Purchase
7f462a01-ab2c-4c1f-8890-327e71e6e835,Robert Ward,charles69@example.org,813.504.4898x05801,68,14914.87,9899.44,High,Long Term,Retirement
1bc7d050-df50-42de-b2ef-36181ac53b85,Jeremy Brown,andersonkenneth@example.com,001-253-243-8759x43863,50,2005.89,1192.87,Medium,Medium Term,Entrepreneurship
244b4e0c-e5d1-4848-a2e8-2e735660809d,Adrian Booth,mckinneyashley@example.org,6592321108,46,19033.32,11156.46,High,Short Term,Emergency Fund
01f10f9b-2821-43f2-83ee-0322dbb6b17c,Steven Green,fisherdaniel@example.com,248-743-6746,56,4980.46,2830.01,Low,Long Term,Entrepreneurship
a958129a-1ce2-4a01-8a72-79a86db95dce,Noah Livingston,brittneymoore@example.com,+1-985-825-3468x5738,52,7574.16,4196.78,High,Medium Term,Home Purchase
c7772c6f-e053-4d5b-8cf9-973a253b6f0f,Katie Finley,donaldnguyen@example.net,385.218.3199,30,16353.15,10352.65,High,Long Term,Home Purchase
38227287-4c1a-4944-ad6f-78dde7632fac,Darryl Shepard,jeffrey25@example.net,+1-795-456-2666,52,18233.04,11932.69,High,Long Term,Emergency Fund
0bbcc349-2e1f-40b8-88ad-5b77ddac3fb5,Nicole Rodriguez,ashley59@example.com,001-384-830-8335x143,63,9230.33,5763.9,Medium,Long Term,Car Purchase
cfb7e214-d4ae-4ec6-a519-dce4fd327e57,Mary Ferguson,christophergreen@example.org,649.778.9040,64,9115.87,5485.51,High,Medium Term,Home Purchase
a9b60ced-68a0-4360-ad92-4c0f7050a24b,David Kemp,jcalderon@example.net,790-716-7255,42,11188.51,7193.65,High,Long Term,Entrepreneurship
09addfce-50af-4210-bb9c-0e692c79b8de,Jeffrey Black,colonjoshua@example.org,(526)291-2468,74,13294.0,6996.88,High,Short Term,Education
34415682-63ac-4555-a5cd-7e3c05bb4ce6,Herbert Vaughan,kristenriddle@example.net,3059243593,25,8807.65,4767.6,High,Short Term,Home Purchase
dff299df-a352-441e-b5ec-a6b1c558d032,Frank Rodgers,philip30@example.com,889.222.1456,44,10137.36,6417.45,Medium,Long Term,Emergency Fund
e98872f1-cf37-4c84-b51b-e578288a52d0,Timothy Kline,mariahmendoza@example.com,427-386-5645x66118,34,14545.99,7550.23,High,Long Term,Emergency Fund
513d5c54-68e3-4a4e-b0b6-13744b08f872,Morgan Barnett,austin50@example.org,+1-649-906-2730x80323,79,7390.59,4178.5,High,Short Term,Retirement
f323bfa9-fe46-4040-a28d-79a022173d69,Elizabeth Serrano,bchung@example.org,2164197132,51,19910.86,13239.12,High,Short Term,Home Purchase
e984e59f-287e-464f-85e2-1813baa293d0,Candice Myers,michellehoward@example.net,+1-415-801-4147x711,21,4021.3,1584.25,Medium,Short Term,Emergency Fund
eba51e42-8b00-4e33-a561-8f16498b1b13,Brandon Roberts,misty87@example.org,303.814.0063,59,11225.53,6938.54,High,Short Term,Home Purchase
f02fa9d9-cb7a-4c0d-9dfc-931efc458ca0,Bruce Martinez,astephens@example.com,361.472.2613x645,69,9143.24,4657.61,High,Medium Term,Entrepreneurship
14b74539-fdf9-48a4-8cc4-135f8a4caaf7,Wendy Dawson,tiffany39@example.net,(279)344-2811x88468,55,7149.05,4711.25,Medium,Long Term,Education
4f7b630a-dd8a-494e-99b2-88e7a83ea02a,Margaret Anderson,parkermiller@example.net,543.356.1081,47,16377.14,8368.86,High,Short Term,Entrepreneurship
aa10ce29-829d-4ea9-a60b-c0062579c1da,Jared Shepherd,fneal@example.net,+1-792-834-4923x485,52,14883.09,9713.99,High,Medium Term,Car Purchase
22e297be-3cc5-4f11-9bce-9d0518771453,George Harris,timothy30@example.com,5233229583,51,5143.72,2946.75,High,Short Term,Education
7805b9bc-1f57-4ec8-b9b5-e7d990f3bef3,Dylan Smith,bjennings@example.com,001-545-269-6765x141,47,11420.13,7448.01,High,Long Term,Education
560f3001-4ca6-40c9-9d36-4904dcfb1c87,Tina Garner,coryallen@example.com,272-480-5426x001,55,8313.52,4552.96,High,Short Term,Retirement
32e2addf-0f7f-4cfb-9958-8e90297a05be,Heather Curtis,dale73@example.com,(565)796-6716x3185,45,16618.9,10642.46,High,Short Term,Emergency Fund
8f7f099f-02a2-420a-af96-3c8e7a57cd3c,Jacob Ponce,morrisdeborah@example.net,9995335184,78,18465.57,12714.52,High,Long Term,Car Purchase
1a818e25-f3f0-4767-b113-c8bea7abb182,Ms. Sarah Romero DDS,christopher72@example.com,(868)210-6028,75,6280.99,3530.53,Medium,Long Term,Car Purchase
c5a843cc-f570-4339-93fa-3e9b5ab51c6c,Maria Murphy,carolyn37@example.net,+1-957-399-4913x40604,29,11277.38,7738.22,Medium,Short Term,Entrepreneurship
b6ca247e-8d63-4c2e-99c9-2defb8d912c0,Abigail Sutton,keithian@example.com,902-681-6854x5580,69,17401.3,10133.52,High,Long Term,Education
f7ee56be-0e61-4650-bf71-a5a91933f23b,Carlos Miller,laura77@example.net,740.241.0453,62,10652.6,6746.96,High,Short Term,Car Purchase
a5530e25-ed42-4878-ae31-42ae497e0b30,Michael Murphy,kaitlin97@example.org,001-414-791-5196x882,43,5849.2,3585.76,Medium,Medium Term,Retirement
6c62d660-873f-47a8-afaf-2b2e4de76ebd,Susan Fuentes,michael59@example.net,+1-781-224-7532x49508,20,12640.96,8531.54,High,Long Term,Emergency Fund
9ca27b8f-43bb-46ce-8e5c-d27647509390,Steve Dorsey,lhoward@example.net,001-805-860-9840x17535,43,15511.69,8250.49,High,Short Term,Emergency Fund
30200ffa-4767-42cb-94f7-8a90fdc1aad6,Martin Rose,andrecarter@example.net,(773)338-8517,40,18501.87,10156.07,High,Medium Term,Home Purchase
b8b8f446-e5c3-4370-b931-120d1922be0b,Jeffrey Casey,stacy11@example.net,553-213-6048x221,54,15350.11,7819.2,High,Short Term,Education
97f84e46-0b4c-4c11-95a3-c9afe97177f1,David Hicks,gayala@example.com,(492)644-1457,44,8518.94,4562.16,High,Short Term,Car Purchase
7dc0ceec-66a8-4b00-b13b-ba9fef5b9f47,Kenneth Nixon,abigail99@example.com,705.367.3922,37,13214.38,7021.28,Medium,Medium Term,Home Purchase
a358912a-2372-47f9-88e4-cdeb0b209164,Kyle Richard,wwilson@example.com,(270)854-2091,23,13112.19,7461.79,High,Long Term,Car Purchase
ff6e3021-88ee-4f7d-b020-70a81a38e640,Amy Thompson,dixonmichael@example.com,(752)926-3472x96721,53,3819.98,2856.06,Medium,Long Term,Entrepreneurship
2745e6d0-564d-4db4-a40e-b67e8996d049,Keith Meyer,amymatthews@example.net,415-266-5917x5945,32,8668.43,4629.41,High,Medium Term,Entrepreneurship
dcffa5b5-16af-4395-9861-cabb418aca0a,Randy Matthews,angela36@example.com,+1-640-867-6666x024,50,10563.44,5629.25,Medium,Short Term,Entrepreneurship
a6b8b92d-5b29-46e2-ad2c-97f1af80ebd2,James Rosales,gibsonsteven@example.org,721.506.6484,34,9980.53,5303.33,High,Long Term,Entrepreneurship
df21f1dc-cd9e-4659-82b1-3e84b3ab5273,Thomas Dunn,nancy10@example.org,575-733-1693,68,5736.66,3521.11,High,Medium Term,Emergency Fund
eda97562-c3a9-482d-ac95-8469d700efbd,Edwin Mclaughlin,millerreginald@example.org,329-385-5152x195,65,16547.6,10748.32,High,Long Term,Car Purchase
9f78b79f-48d0-4b42-8ef5-424c8f3bfab5,Lauren Fitzgerald,jessicastevens@example.net,(654)680-4219,76,9817.37,4993.69,Medium,Short Term,Emergency Fund
4befd9ff-b627-437e-95f1-cdd1fc1b9c73,Don Bryan,ericschmidt@example.net,8408620937,65,6204.36,4023.21,Medium,Medium Term,Emergency Fund
6a6b0277-cff7-4755-977f-c9b923b73d7d,Daniel Pena,jacqueline68@example.org,(592)468-8833x25729,18,17788.32,12023.24,High,Long Term,Education
f9e0f9ea-0b52-474c-8147-eac81085e776,Dana Hubbard,allenbecky@example.com,740-203-2131x903,50,1548.01,1138.36,Low,Short Term,Emergency Fund
8f3744ee-12ee-4437-90f3-3313b47ce9b6,Amy Tran,vicki60@example.net,001-339-336-0461,44,16640.84,9111.12,High,Medium Term,Entrepreneurship
5a03e89d-b70c-4639-9f15-60c291d8d130,Jennifer King,schmittalexis@example.com,001-535-930-1650x4777,58,12964.55,8495.41,High,Medium Term,Education
80b24504-af77-4ebc-b47e-2aa1e2d91fc9,John Reyes,drios@example.net,342-447-6912,41,17610.37,11185.6,High,Short Term,Home Purchase
7763e217-0f57-47df-98af-674cc23f6490,Kristen Fischer,pgarcia@example.com,001-634-485-7838x4527,53,9598.05,6422.19,High,Long Term,Emergency Fund
e4f14007-513f-46f9-bba3-c9e0102ec251,Courtney Little,zmartinez@example.org,259.545.3213,53,9965.35,6570.81,High,Short Term,Retirement
99b41d49-7e7f-4dc4-9e3a-da841e7f4cef,Richard Nelson,rjones@example.net,001-703-654-0248,46,14875.57,7521.59,High,Medium Term,Home Purchase
041d7c77-9f4f-4acf-924c-a6d4025015b6,Melanie Branch,eblack@example.org,376.301.0772x603,64,8650.72,5572.92,High,Long Term,Entrepreneurship
1f7e925f-8aaa-4763-83a2-8d5e9165d453,Kimberly Rios,wallacejoseph@example.org,630.725.0892x286,69,18025.55,11910.99,High,Short Term,Car Purchase
ab25825d-cf87-4375-83ff-d3993619f691,Amber Roberts,bennettchristopher@example.com,001-299-282-9606x5758,45,2700.6,1289.01,Low,Long Term,Retirement
c59291a2-5db5-4941-a61e-ccc90dda3a3c,Anthony West,brianherrera@example.com,2329309456,79,6797.07,4249.61,High,Short Term,Entrepreneurship
d7d045cb-0266-409d-a7a0-f2577051a207,Joshua Mitchell,qbaxter@example.net,805.245.4659x849,68,4958.3,2072.33,Low,Short Term,Education
effb8b11-bf4f-47d4-afa1-8c370b14ef8b,Thomas Reilly,jamesstewart@example.org,261.544.8557x9187,31,18205.56,12280.9,High,Medium Term,Emergency Fund
d8e802bb-e585-43ab-b0ac-eb26af7e06f0,Victoria Rodriguez,ngibson@example.org,326-407-6592,71,9522.89,5741.97,High,Short Term,Emergency Fund
14514e97-7fa7-48dd-ba02-7a4d0ce78a68,Austin Harris,ynelson@example.org,4434094143,36,19783.79,11338.15,High,Long Term,Entrepreneurship
a38e2833-9856-4494-9238-8d91655286aa,Susan Phillips,ortizandrew@example.com,+1-787-717-9515x7187,31,10652.8,6546.68,Medium,Long Term,Home Purchase
